,filename,entry number
69104,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,712
16831,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,722
7330,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,730
22508,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,742
21956,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,759
71076,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,764
81894,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,771
33210,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,774
29435,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,776
7369,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,777
33295,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,795
5153,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,805
32759,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,835
37726,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,837
15100,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,842
33835,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,848
30027,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,872
75228,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,873
76408,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,910
16307,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,912
14385,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,962
69929,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,980
70246,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,986
72432,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1009
13428,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1012
45735,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1025
7895,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1054
73470,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1076
14201,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1089
40194,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1107
34283,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1109
11678,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,38
21210,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,40
5270,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,52
13596,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,59
22630,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,61
18601,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,67
31978,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,92
19831,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,136
78563,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,149
12222,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,169
22275,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,214
69380,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,222
3899,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,243
11785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,305
10840,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,329
27237,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,387
73473,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,394
33822,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,398
78668,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,415
75705,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,417
3362,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,431
5909,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,452
70952,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,455
39685,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,506
43288,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,521
15928,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,526
75396,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,529
39889,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,580
14525,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,598
22893,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,605
6521,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,607
18497,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,615
16732,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,623
73542,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,628
29729,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,632
34858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,635
78680,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,636
34082,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,650
75423,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,651
17004,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,667
10248,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,690
18632,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,727
34341,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,730
21242,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,733
24853,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,743
24800,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,780
32798,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,789
19762,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,792
78213,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,798
11815,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,806
30130,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,814
68505,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,835
35220,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,840
4664,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,851
70793,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,878
19879,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,887
7352,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,904
75224,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,917
40575,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,964
37504,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,979
68845,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1039
28911,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1056
12402,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1061
158,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1068
32235,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1104
10519,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,13
41292,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,19
71146,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,35
21751,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,45
18843,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,64
40313,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,86
11303,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,128
32223,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,130
8019,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,131
69657,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,142
71027,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,168
3083,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,175
71818,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,199
32761,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,206
14827,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,207
8165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,210
31522,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,218
74787,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,223
1278,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,230
19114,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,231
35816,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,262
17179,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,287
73189,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,294
78958,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,379
32667,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,382
44152,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,414
78516,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,459
6406,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,463
44391,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,513
7735,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,515
10134,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,551
28160,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,558
73085,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,576
34825,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,580
68934,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,596
76098,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,597
18084,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,609
9879,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,611
39078,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,613
78432,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,623
35915,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,637
30804,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,678
13055,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,680
36029,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,717
21387,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,727
10413,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,731
45157,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,743
78765,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,751
19570,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,752
37680,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,773
41912,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,795
27766,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,839
2354,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,840
39767,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,857
34166,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,859
15697,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,870
14353,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,877
83374,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,922
70535,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,927
14887,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,931
69499,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,956
43030,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,984
3234,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,988
73114,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,993
33549,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,997
26201,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1059
78531,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1073
27480,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1081
15530,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1095
32395,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1101
30624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1107
15890,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1108
15460,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,17
40018,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,19
73558,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,44
28777,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,48
31217,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,52
10938,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,61
33092,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,67
43508,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,91
81981,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,99
43621,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,102
33420,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,115
24204,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,152
8069,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,188
17561,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,223
18359,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,237
14196,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,284
5108,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,288
14474,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,357
24345,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,360
24791,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,361
24794,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,370
15453,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,401
31031,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,416
14759,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,469
34157,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,514
70165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,522
41442,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,539
37872,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,554
40062,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,560
10856,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,571
78597,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,584
40071,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,587
74888,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,616
21867,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,635
19294,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,660
74193,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,680
14891,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,688
1545,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,709
21973,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,716
39962,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,720
4501,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,753
82894,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,755
37460,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,768
12740,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,769
71118,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,778
22119,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,803
12825,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,804
35026,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,812
15292,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,830
20384,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,853
30234,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,868
26593,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,870
4815,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,902
42830,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,916
4376,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,918
37328,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,919
4302,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,929
1214,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,959
40824,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,984
34864,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,995
83752,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,998
38633,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1059
77948,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1077
1983,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1104
34444,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1113
20683,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,3
23266,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,18
33730,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,35
76480,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,75
27640,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,98
26060,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,113
75832,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,115
12675,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,123
40035,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,137
10731,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,143
14666,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,147
30979,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,149
17210,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,151
74345,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,158
