,filename,entry number
19881,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,306
20932,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,326
34954,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,345
25518,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,350
38996,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,384
24394,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,410
36610,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,466
25539,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,503
8634,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,514
6075,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,528
11740,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,538
23448,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,540
36981,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,570
26486,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,576
45261,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,594
18987,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,600
28389,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,640
30446,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,643
27418,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,661
70382,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,662
40131,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,670
8418,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,672
27582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,678
16981,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,679
74582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,705
11090,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,753
1834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,772
39,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,782
23555,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,793
11856,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,803
36654,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,821
68749,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,828
29310,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,831
7223,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,832
25921,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,834
82267,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,861
31325,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,872
33106,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,922
36582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,927
31984,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,954
71458,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,969
12129,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,984
77162,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1013
12252,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1020
7361,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1024
41545,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1034
30369,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1044
15059,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1046
4873,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1051
16177,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1072
9145,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1073
17340,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1079
30912,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1082
31366,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1085
41635,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1098
28624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,83
15544,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,90
43721,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,96
7245,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,102
75438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,119
31853,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,127
35064,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,138
2895,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,239
4512,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,259
12690,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,274
33293,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,280
18972,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,295
7244,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,301
39179,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,333
43826,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,335
73098,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,377
22584,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,378
14362,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,409
31677,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,413
239,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,419
76633,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,428
2909,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,440
69579,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,449
8160,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,494
15569,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,507
1195,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,529
71905,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,559
26498,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,561
26080,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,573
2057,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,628
23957,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,629
1754,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,635
71267,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,658
13799,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,660
23855,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,684
38185,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,689
12646,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,694
71201,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,695
45373,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,698
1443,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,716
22671,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,725
43688,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,754
34211,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,791
72921,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,793
37046,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,803
29464,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,869
15749,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,872
19768,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,891
20163,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,919
6904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,920
24046,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,925
14874,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,934
32988,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,961
14857,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,972
42538,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,973
81710,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,978
2460,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,985
38791,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1005
10429,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1012
3850,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1018
21869,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1029
29946,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,1070
27315,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,45
37819,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,124
41953,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,140
34908,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,158
18662,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,162
32484,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,164
71580,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,194
11743,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,216
38286,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,246
2241,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,306
10956,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,324
83424,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,354
72985,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,380
37616,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,393
21910,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,410
21858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,442
72614,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,447
17436,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,453
72090,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,471
26999,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,528
17202,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,549
7466,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,563
33198,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,578
17508,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,604
22872,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,630
136,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,647
43182,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,685
2706,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,694
38220,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,701
27631,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,724
17663,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,737
11834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,757
25720,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,775
1209,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,777
71933,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,782
42378,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,790
14107,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,799
17047,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,811
72559,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,860
1077,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,875
34514,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,876
71381,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,898
21812,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,900
17713,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,905
78061,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,906
35625,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,926
78331,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,928
10640,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,945
77686,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,953
22093,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,957
27715,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,968
5208,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,973
32770,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,989
6316,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,990
27702,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,997
45104,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1032
77536,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1053
35464,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1073
83759,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1091
17011,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1100
10397,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1106
42484,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,7
9261,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,50
19487,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,73
77526,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,134
44488,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,136
31886,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,146
43259,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,162
23604,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,171
8303,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,179
42537,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,198
83539,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,213
5919,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,222
31840,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,249
16735,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,263
74458,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,276
14312,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,316
37189,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,352
19835,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,361
39895,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,364
39916,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,389
74396,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,392
