slab_sid,system_id_OH,OH,system_id_O,O,system_id_HO2,bulk_id,miller_index,nads,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta
23602,23278,1.5374368899999615,35031,1.7907952799999667,17742,mp-562364,"(1, -1, -1)",1,Cr4Ag4O14,3.32238773,1.5374368899999615,0.25335839000000515,1.5315924500000333,1.59761227,1.59761227,4,0.36761226999999996
73568,78958,1.0899477899999772,69473,1.869894747499996,70632,mp-1186927,"(2, 1, 1)",1,Sb1Pd1O3,3.46842576,1.0899477899999772,0.7799469575000189,1.598531012500004,1.4515742399999998,1.598531012500004,3,0.3685310125000041
29936,8057,1.619783100000044,21815,2.788176570000007,28389,mp-978844,"(1, 0, 0)",1,Sr1Ca3O4,3.406987619999993,1.619783100000044,1.1683934699999632,0.6188110499999859,1.5130123800000068,1.619783100000044,1,0.389783100000044
28709,22731,1.6222955599999784,16673,2.295969009999991,13140,mp-546111,"(0, 2, 1)",1,Cr6Ag2O16,3.5021046900000083,1.6222955599999784,0.6736734500000126,1.2061356800000174,1.4178953099999916,1.6222955599999784,1,0.39229555999997845
80582,32343,0.5429289000000301,25584,2.17113622000002,14895,mp-1253488,"(1, 1, 0)",1,Al4Ag4O12,3.753991110000013,0.5429289000000301,1.62820731999999,1.582854889999993,1.1660088899999868,1.62820731999999,2,0.39820731999999004
74960,69748,0.4990456699999958,75506,2.128449020000003,71752,mp-1181502,"(2, 2, 3)",1,Cs2O4,3.7083761199999947,0.4990456699999958,1.6294033500000071,1.579927099999992,1.2116238800000052,1.6294033500000071,2,0.39940335000000715
70618,73300,1.448351630000028,76263,3.080612807499987,77686,mp-779906,"(0, 0, 1)",1,Ca6W2O12,4.64142325,1.448351630000028,1.6322611774999587,1.560810442500013,0.27857675000000004,1.6322611774999587,2,0.4022611774999587
41440,41642,0.6643338799999958,42600,1.933194335000022,41774,GaPtO4-rutile,"(0, 0, 1)",2,Ga1Pt1O4,3.282433025000015,0.6643338799999958,1.2688604550000262,1.349238689999993,1.6375669749999848,1.6375669749999848,4,0.40756697499998484
29837,34644,1.004920135000001,11490,2.6442939850000022,14401,mp-753315,"(1, 0, 0)",1,Mg6Zn2O8,3.8346118100000104,1.004920135000001,1.6393738500000012,1.1903178250000082,1.0853881899999895,1.6393738500000012,2,0.40937385000000126
80613,72692,1.5967998183333327,77304,2.6748248450000154,73018,mp-756112,"(1, 1, 0)",1,Co2Bi4O12,4.3160856099999565,1.5967998183333327,1.0780250266666827,1.6412607649999411,0.6039143900000434,1.6412607649999411,3,0.41126076499994113
32695,5592,1.6652859099999466,23779,2.377485514999987,30692,mp-573119,"(1, 1, 0)",1,Bi4Rh4O12,4.042413919999999,1.6652859099999466,0.7121996050000405,1.6649284050000115,0.8775860800000013,1.6652859099999466,1,0.43528590999994665
32695,5592,1.6652859099999466,6309,3.083523669999946,30692,mp-573119,"(1, 1, 0)",1,Bi4Rh4O12,4.042413919999999,1.6652859099999466,1.4182377599999996,0.9588902500000525,0.8775860800000013,1.6652859099999466,1,0.43528590999994665
70219,75896,0.9477021466666614,72399,2.6206598100000043,73496,mp-773199,"(0, 0, 1)",1,Cs12Co4O14,4.08026139000003,0.9477021466666614,1.6729576633333427,1.4596015800000255,0.8397386099999702,1.6729576633333427,2,0.44295766333334274
82359,81917,0.39414490499999943,82446,2.072725551666667,82678,RuPtO4-rutile,"(0, 0, 1)",1,Ru1Pt1O4,3.5373873199999912,0.39414490499999943,1.6785806466666677,1.464661768333324,1.3826126800000087,1.6785806466666677,2,0.44858064666666775
82359,81917,0.39414490499999943,82446,2.072725551666667,81509,RuPtO4-rutile,"(0, 0, 1)",1,Ru1Pt1O4,3.6504377100000034,0.39414490499999943,1.6785806466666677,1.5777121583333362,1.2695622899999965,1.6785806466666677,2,0.44858064666666775
70219,75896,0.9477021466666614,74683,2.387217410000003,73496,mp-773199,"(0, 0, 1)",1,Cs12Co4O14,4.08026139000003,0.9477021466666614,1.4395152633333415,1.6930439800000268,0.8397386099999702,1.6930439800000268,3,0.4630439800000268
3283,25273,1.2903282999999794,5746,2.987239373333322,38951,mp-1294780,"(0, 1, 1)",1,Rb8Co4O12,3.894523079999997,1.2903282999999794,1.6969110733333423,0.907283706666675,1.0254769200000031,1.6969110733333423,2,0.46691107333334236
13498,20694,1.0394098100000042,3523,2.679796881666668,27297,mp-1147657,"(1, 1, 2)",1,K2Au4O8,3.2210593899999913,1.0394098100000042,1.640387071666664,0.5412625083333231,1.6989406100000086,1.6989406100000086,4,0.46894061000000864
1866,20842,1.3130363199999613,6803,1.9038412950000039,4962,mp-769006,"(1, 0, 0)",1,Li2Bi24O40,3.6158832599999733,1.3130363199999613,0.5908049750000426,1.7120419649999694,1.3041167400000266,1.7120419649999694,3,0.48204196499996943
81202,25270,0.45824337000000015,11741,1.6940754400000035,21960,mp-772856,"(1, 1, 1)",1,Cu2Hg2O4,3.1841190799999852,0.45824337000000015,1.2358320700000034,1.4900436399999817,1.7358809200000147,1.7358809200000147,4,0.5058809200000147
19513,2223,0.3185239766666726,30601,1.5943092450000027,13302,GeRhO4-rutile,"(2, 1, 1)",1,Ge1Rh1O4,3.334596459999998,0.3185239766666726,1.2757852683333302,1.7402872149999953,1.585403540000002,1.7402872149999953,3,0.5102872149999953
27445,3954,0.9441130374999978,5910,1.6692391850000068,23901,GeRuO4-rutile,"(2, 1, 3)",1,Ge1Ru1O4,3.4095951000000446,0.9441130374999978,0.725126147500009,1.7403559150000378,1.5104048999999553,1.7403559150000378,3,0.5103559150000379
37945,40038,0.7639740400000312,6463,2.5075488700000204,34832,mp-975134,"(3, 3, 1)",1,K1Rh1O3,3.8274008200000913,0.7639740400000312,1.7435748299999891,1.319851950000071,1.0925991799999086,1.7435748299999891,2,0.5135748299999892
21486,1340,-0.044743664999989496,26685,1.6815760400000075,8294,mp-675606,"(1, -2, 2)",1,Li5Au1O4,3.425901489999999,-0.044743664999989496,1.726319704999997,1.7443254499999914,1.494098510000001,1.7443254499999914,3,0.5143254499999914
73751,70952,0.9052543120000144,69968,2.6496553839999972,75064,mp-1183290,"(3, 3, 1)",1,Ba1Pt1O3,3.239002120000007,0.9052543120000144,1.7444010719999827,0.5893467360000098,1.680997879999993,1.7444010719999827,2,0.5144010719999828
10004,175,0.8050315949999833,10356,2.329000835000014,4907,mp-752706,"(1, 0, -1)",1,Ce1Zr11O24,4.081223320000047,0.8050315949999833,1.5239692400000309,1.7522224850000332,0.8387766799999525,1.7522224850000332,3,0.5222224850000332
28946,14596,1.0906745499999977,38897,2.2567330100000027,6568,mp-997051,"(1, 0, -2)",1,Pd3Au3O6,4.010796730000008,1.0906745499999977,1.166058460000005,1.7540637200000053,0.9092032699999919,1.7540637200000053,3,0.5240637200000053
30564,39601,0.4185016699999926,31179,2.17789418666667,22336,mp-4598,"(1, 0, 1)",1,Sr24Pt6O36,3.7148948199999814,0.4185016699999926,1.7593925166666773,1.5370006333333115,1.2051051800000185,1.7593925166666773,2,0.5293925166666773
4796,6051,1.770154665000016,13136,2.322546585000024,39186,mp-1225088,"(1, 0, 0)",1,Fe6Sb6O24,3.63444535999997,1.770154665000016,0.552391920000008,1.3118987749999462,1.2855546400000297,1.770154665000016,1,0.540154665000016
34337,38340,1.0037715900000228,19331,2.483002539999999,6676,mp-867583,"(1, 1, 0)",1,Ag12Sb12O36,4.26492317999998,1.0037715900000228,1.479230949999976,1.781920639999981,0.6550768200000201,1.781920639999981,3,0.551920639999981
22325,28011,1.3187944099999902,17822,2.715404073333339,15583,mp-1213781,"(1, 1, -2)",1,Co4Se4O20,4.500263570000013,1.3187944099999902,1.3966096633333487,1.784859496666674,0.41973642999998706,1.784859496666674,3,0.554859496666674
19149,31416,1.31707191999997,26088,3.1076647049999604,8569,mp-776532,"(1, 0, 1)",1,Hf2O4,4.50918145999992,1.31707191999997,1.7905927849999903,1.4015167549999594,0.4108185400000801,1.7905927849999903,2,0.5605927849999903
76796,77982,0.47257905000001643,75600,2.2642282300000125,74645,mp-1181502,"(2, 1, 3)",1,Cs2O4,3.3900544599999853,0.47257905000001643,1.791649179999996,1.1258262299999728,1.5299455400000146,1.791649179999996,2,0.5616491799999961
15830,18084,1.7403148933333337,21330,2.325431404999987,19475,mp-1099255,"(1, 0, 0)",1,Mg3Cd1O4,4.123429170000006,1.7403148933333337,0.5851165116666532,1.797997765000019,0.7965708299999941,1.797997765000019,3,0.567997765000019
7721,29254,1.36385973999999,33353,2.479122989999977,24010,mp-1193554,"(1, 1, 0)",1,Bi8Se12O40,4.28567300999998,1.36385973999999,1.1152632499999868,1.8065500200000026,0.6343269900000204,1.8065500200000026,3,0.5765500200000027
39855,14178,0.7971836099999712,21274,2.0689413449999825,34076,PtRhO4-rutile,"(2, 0, 1)",1,Pt1Rh1O4,3.8755296900000054,0.7971836099999712,1.2717577350000113,1.8065883450000229,1.0444703099999946,1.8065883450000229,3,0.5765883450000229
11947,38063,0.5711797599999306,7534,2.3790404099999853,17011,mp-1203448,"(0, 0, 1)",1,Y4Mo8O30,3.516666539999958,0.5711797599999306,1.8078606500000547,1.1376261299999726,1.403333460000042,1.8078606500000547,2,0.5778606500000547
7137,32606,1.3613981299999784,16603,2.2015174299999933,9938,mp-690511,"(0, 1, 0)",1,K10Co4O9,4.011181099999985,1.3613981299999784,0.8401193000000149,1.8096636699999915,0.9088189000000151,1.8096636699999915,3,0.5796636699999915
28646,25321,1.4007429449999995,13573,2.406316970000004,9557,mp-753157,"(0, 1, 0)",1,Ti4Fe8O20,4.222361229999987,1.4007429449999995,1.0055740250000047,1.816044259999983,0.6976387700000126,1.816044259999983,3,0.5860442599999831
14075,31538,1.8218810250000197,519,2.513181110000031,15366,mp-755484,"(1, 2, -1)",1,Co8Ni2O16,3.244310000000039,1.8218810250000197,0.6913000850000115,0.7311288900000079,1.6756899999999608,1.8218810250000197,1,0.5918810250000197
7935,25662,0.2538233700000013,25101,1.8397852199999796,7758,mp-1176488,"(1, 1, 0)",1,Mn16Hg8O32,3.096722109999971,0.2538233700000013,1.5859618499999781,1.2569368899999915,1.8232778900000288,1.8232778900000288,4,0.5932778900000288
39855,14178,0.7971836099999712,35148,2.629429789999996,34076,PtRhO4-rutile,"(2, 0, 1)",1,Pt1Rh1O4,3.8755296900000054,0.7971836099999712,1.832246180000025,1.2460999000000093,1.0444703099999946,1.832246180000025,2,0.6022461800000249
10722,5270,0.6330392800000288,18782,2.470262925000012,24861,mp-1102963,"(1, 1, 0)",1,V4O8,3.748338010000109,0.6330392800000288,1.8372236449999833,1.278075085000097,1.1716619899998908,1.8372236449999833,2,0.6072236449999833
71361,72012,0.8180221300000119,71037,2.417483940000037,78575,mp-754152,"(1, 1, 0)",1,Y6Bi6O18,4.255611750000068,0.8180221300000119,1.5994618100000253,1.8381278100000311,0.6643882499999316,1.8381278100000311,3,0.6081278100000311
71361,72386,1.4007099000000187,71037,2.417483940000037,78575,mp-754152,"(1, 1, 0)",1,Y6Bi6O18,4.255611750000068,1.4007099000000187,1.0167740400000185,1.8381278100000311,0.6643882499999316,1.8381278100000311,3,0.6081278100000311
4806,1670,0.5671592299999964,17592,2.415256704999988,30551,SnSbO4-rutile,"(0, 0, 1)",1,Sn1Sb1O4,3.8623408299999915,0.5671592299999964,1.8480974749999917,1.4470841250000035,1.0576591700000084,1.8480974749999917,2,0.6180974749999917
76260,77099,1.8334347424999982,76123,2.6497272549999855,73284,mp-754403,"(3, 1, 0)",1,Zr4O8,4.498171009999962,1.8334347424999982,0.8162925124999874,1.8484437549999764,0.42182899000003804,1.8484437549999764,3,0.6184437549999764
44014,43127,0.799244909999951,42301,2.606177620000009,42089,SnMoO4-rutile,"(1, 1, 2)",1,Sn1Mo1O4,4.4712463700000145,0.799244909999951,1.8069327100000578,1.8650687500000056,0.44875362999998547,1.8650687500000056,3,0.6350687500000056
5024,26764,0.1551080699999637,26270,2.025802234999984,18373,mp-984729,"(1, 1, 0)",1,Ba1Sr3O4,3.354838589999984,0.1551080699999637,1.8706941650000204,1.329036355,1.565161410000016,1.8706941650000204,2,0.6406941650000204
5136,14666,0.505312030000008,15113,2.3785140599999983,29535,mp-27716,"(1, 1, 0)",1,K4Tl4O4,3.1581943700000163,0.505312030000008,1.8732020299999903,0.779680310000018,1.7618056299999836,1.8732020299999903,2,0.6432020299999903
24723,18815,0.4140626866666627,18304,2.2877503100000047,27865,mp-19238,"(0, 2, 1)",1,Co2Pt6O12,4.097804569999992,0.4140626866666627,1.8736876233333422,1.8100542599999874,0.8221954300000078,1.8736876233333422,2,0.6436876233333422
11351,11497,0.1050634600000058,36708,1.7156550100000036,16100,mp-10796,"(1, 0, 1)",1,Hg2Se2O8,3.5933072699999946,0.1050634600000058,1.6105915499999979,1.877652259999991,1.3266927300000053,1.877652259999991,3,0.647652259999991
619,35899,-0.0339894000000151,25013,1.8030768116666587,18510,mp-752749,"(0, 1, 0)",1,Na2Co6O8,3.6861541700000067,-0.0339894000000151,1.8370662116666738,1.883077358333348,1.2338458299999933,1.883077358333348,3,0.653077358333348
39839,16784,1.8941291799999738,20769,2.767778693999996,30256,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,3.6982562299999677,1.8941291799999738,0.8736495140000222,0.9304775359999717,1.2217437700000322,1.8941291799999738,1,0.6641291799999738
75855,72095,0.5448723349999887,77539,2.2435762599999953,71955,mvc-15993,"(1, 1, -2)",1,Ca4Ni6O16,4.1415586100000015,0.5448723349999887,1.6987039250000067,1.8979823500000061,0.7784413899999985,1.8979823500000061,3,0.6679823500000062
81020,78514,1.0798499099999879,74439,2.353677895000002,76585,mp-753917,"(0, 0, 1)",1,Y8Hf4O20,3.0167096399999287,1.0798499099999879,1.273827985000014,0.6630317449999268,1.9032903600000712,1.9032903600000712,4,0.6732903600000713
79041,31023,0.6033828100000085,14381,1.8311445550000063,5208,mp-996971,"(1, 2, 3)",1,Cu1Pd1O2,3.734901470000009,0.6033828100000085,1.2277617449999978,1.9037569150000027,1.185098529999991,1.9037569150000027,3,0.6737569150000027
80613,72692,1.5967998183333327,74347,2.409986591666673,73018,mp-756112,"(1, 1, 0)",1,Co2Bi4O12,4.3160856099999565,1.5967998183333327,0.8131867733333402,1.9060990183332835,0.6039143900000434,1.9060990183332835,3,0.6760990183332836
17987,26049,1.117850524999975,34583,2.5434767966666603,28582,mvc-14025,"(1, 1, -2)",1,Zn4Co6O16,4.4579035099999915,1.117850524999975,1.4256262716666852,1.9144267133333313,0.4620964900000084,1.9144267133333313,3,0.6844267133333313
16056,40259,1.636471109999983,36826,2.7358597600000087,31889,mp-1021489,"(2, 2, 1)",1,Ir1O3,4.658374880000051,1.636471109999983,1.0993886500000258,1.922515120000042,0.2616251199999491,1.922515120000042,3,0.6925151200000421
79370,29285,0.5503798000000109,21190,1.7791878849999965,1525,mvc-14025,"(1, 1, 2)",1,Zn4Co6O16,2.997231450000013,0.5503798000000109,1.2288080849999856,1.2180435650000165,1.922768549999987,1.922768549999987,4,0.6927685499999869
40210,25118,1.445076959999975,10754,2.2338625349999837,25187,mp-1237257,"(1, 1, -1)",1,Lu4Sb4O16,2.9921901899999717,1.445076959999975,0.7887855750000086,0.758327654999988,1.9278098100000283,1.9278098100000283,4,0.6978098100000283
14953,38632,0.9072532699999931,27720,2.257443634999985,27369,mp-13820,"(2, 1, 2)",1,Cd6Si2O10,2.981531859999959,0.9072532699999931,1.3501903649999918,0.7240882249999743,1.9384681400000408,1.9384681400000408,4,0.7084681400000408
17228,6254,0.0761235100000397,6951,2.015143965000019,18446,mp-18224,"(0, 1, 0)",1,Rb12Ge4O14,3.4520609000000464,0.0761235100000397,1.9390204549999794,1.4369169350000273,1.4679390999999535,1.9390204549999794,2,0.7090204549999795
77095,74491,1.1384057400000336,75509,2.472937214999971,76554,mp-34022,"(0, 1, 1)",1,Mg8Sn4O16,4.415401849999964,1.1384057400000336,1.3345314749999375,1.9424646349999928,0.504598150000036,1.9424646349999928,3,0.7124646349999928
30564,39601,0.4185016699999926,701,1.7684643250000223,22336,mp-4598,"(1, 0, 1)",1,Sr24Pt6O36,3.7148948199999814,0.4185016699999926,1.3499626550000297,1.9464304949999591,1.2051051800000185,1.9464304949999591,3,0.7164304949999591
31313,1964,-0.5264200400000243,8472,1.2059643749999769,25721,mp-1200040,"(1, 0, 0)",1,Na2Ga22O36,2.973245379999978,-0.5264200400000243,1.7323844150000012,1.7672810050000012,1.9467546200000219,1.9467546200000219,4,0.7167546200000219
39974,7622,1.0411197499999878,4651,2.3726316399999923,15579,mp-1227367,"(2, 1, 0)",1,Be2Zn6O8,4.332215329999994,1.0411197499999878,1.3315118900000045,1.9595836900000019,0.5877846700000058,1.9595836900000019,3,0.7295836900000019
33390,6926,1.1046732449999956,8139,2.340350860000027,21933,mp-28918,"(1, 0, -1)",1,Sb4W2O12,2.9535321900000304,1.1046732449999956,1.2356776150000315,0.6131813300000033,1.9664678099999695,1.9664678099999695,4,0.7364678099999695
19295,12346,1.2888447833333312,16893,2.0998353399999963,29082,mp-775774,"(0, 2, 1)",1,Ag4Bi4O12,4.074909149999994,1.2888447833333312,0.8109905566666651,1.9750738099999974,0.8450908500000063,1.9750738099999974,3,0.7450738099999974
79944,34378,0.7866107000000204,14856,1.493562505000026,22384,mp-656887,"(2, 0, 3)",1,Ni6O8,2.9418470000000503,0.7866107000000204,0.7069518050000057,1.4482844950000242,1.9781529999999496,1.9781529999999496,4,0.7481529999999497
8177,1574,1.735027339999997,33385,2.5183430600000043,19765,mp-1180711,"(1, 0, 0)",1,K4O8,4.515890540000012,1.735027339999997,0.7833157200000074,1.9975474800000081,0.4041094599999875,1.9975474800000081,3,0.7675474800000082
22742,21210,0.9371537300000148,7789,2.4091430000000122,37772,mp-1294780,"(1, 1, 0)",1,Rb8Co4O12,2.919572490000005,0.9371537300000148,1.4719892699999975,0.5104294899999928,2.000427509999995,2.000427509999995,4,0.7704275099999949
17413,22858,0.9048370049999994,25033,2.445955639999992,7164,mp-1008500,"(2, -1, 2)",1,Ba2O2,2.8917030700000033,0.9048370049999994,1.5411186349999928,0.44574743000001105,2.0282969299999967,2.0282969299999967,4,0.7982969299999967
29264,26051,0.7981900399999893,17828,2.828518502000001,24245,mp-504554,"(2, -1, 2)",1,Ba5Ta4O15,3.770377459999961,0.7981900399999893,2.0303284620000115,0.9418589579999601,1.1496225400000388,2.0303284620000115,2,0.8003284620000115
78727,77217,2.032085159999932,74997,3.028109799999951,76839,mp-770890,"(0, 1, 0)",1,Mg4Co8O16,3.797369949999959,2.032085159999932,0.996024640000019,0.769260150000008,1.122630050000041,2.032085159999932,1,0.8020851599999319
23827,23034,-0.1288103499999999,6767,0.9773153400000443,36817,IrRhO4-rutile,"(0, 0, 1)",1,Ir1Rh1O4,2.88234636000004,-0.1288103499999999,1.1061256900000442,1.9050310199999958,2.03765363999996,2.03765363999996,4,0.8076536399999599
37846,37715,-0.32829867000000035,15929,1.241387360000002,29866,mp-552098,"(1, 0, 1)",1,Bi4Se2O4,3.279600089999972,-0.32829867000000035,1.5696860300000024,2.0382127299999704,1.6403999100000277,2.0382127299999704,3,0.8082127299999704
71071,68671,1.5927173100001062,74977,2.47742756000005,68776,mp-674298,"(1, 0, 0)",1,Al44Cd2O68,4.52285121000011,1.5927173100001062,0.8847102499999437,2.04542365000006,0.39714878999989,2.04542365000006,3,0.81542365000006
69397,71654,0.479900650000028,73855,2.5272008500000047,72904,mp-1096875,"(0, 1, 0)",1,Cr4Ag4O8,3.463984360000038,0.479900650000028,2.0473001999999765,0.9367835100000335,1.4560156399999618,2.0473001999999765,2,0.8173001999999765
41188,43835,0.5321486599999992,42930,2.579876564999976,44497,mp-996990,"(2, 0, 3)",3,Ba1Ag1O2,3.5563769133333163,0.5321486599999992,2.0477279049999773,0.9765003483333401,1.3636230866666836,2.0477279049999773,2,0.8177279049999773
26746,38035,0.4264529450000031,2885,2.476620860000009,21196,mp-1183405,"(1, 1, 0)",1,Ba1Zn1O3,2.9583342900000367,0.4264529450000031,2.050167915000006,0.48171343000002764,1.9616657099999633,2.050167915000006,2,0.8201679150000061
35624,31030,0.9492704899999842,16592,1.913317839999988,31281,mp-997001,"(0, 1, 0)",1,Ag2Hg2O4,3.9641413600000113,0.9492704899999842,0.9640473500000037,2.0508235200000233,0.9558586399999887,2.0508235200000233,3,0.8208235200000233
81001,1789,1.9013094300000069,37781,2.6088060300000087,6001,mp-776150,"(0, 2, 1)",1,Sc4Ag4O12,4.662133289999983,1.9013094300000069,0.7074966000000018,2.0533272599999743,0.25786671000001693,2.0533272599999743,3,0.8233272599999744
34899,9053,0.056191853333330904,13776,1.4868001499999979,20074,mp-1182642,"(1, 0, 0)",1,Cd2Sn2O6,3.542635209999998,0.056191853333330904,1.430608296666667,2.05583506,1.377364790000002,2.05583506,3,0.8258350600000002
31415,3251,0.06404436999995711,17881,1.2029858150000028,2171,mp-1999,"(1, 0, 0)",1,Sb32O48,3.2607110499999954,0.06404436999995711,1.1389414450000457,2.0577252349999924,1.6592889500000045,2.0577252349999924,3,0.8277252349999924
22378,6052,-0.21922085666667157,35036,1.83910674000006,27979,mp-28146,"(1, 0, 0)",1,Li4Ga20O32,3.011720200000011,-0.21922085666667157,2.0583275966667314,1.1726134599999511,1.9082797999999888,2.0583275966667314,2,0.8283275966667314
70012,76821,0.9884034600000098,73660,2.012530179999968,73178,mp-1205877,"(2, 1, -2)",1,Cs4Tl4O4,4.0908572399999885,0.9884034600000098,1.0241267199999584,2.0783270600000203,0.8291427600000114,2.0783270600000203,3,0.8483270600000203
5477,24577,2.0948342866666767,29981,3.096528410000017,1992,mp-754951,"(1, 2, -1)",1,Fe1Sb4O12,4.426704500000025,2.0948342866666767,1.0016941233333405,1.3301760900000081,0.4932954999999746,2.0948342866666767,1,0.8648342866666767
24723,18815,0.4140626866666627,27923,2.5119073849999984,27865,mp-19238,"(0, 2, 1)",1,Co2Pt6O12,4.097804569999992,0.4140626866666627,2.097844698333336,1.5858971849999937,0.8221954300000078,2.097844698333336,2,0.8678446983333359
13137,2115,-0.11275417499999718,12363,1.9861219099999918,4803,mp-2133,"(3, -1, 0)",1,Zn2O2,3.935424699999996,-0.11275417499999718,2.098876084999989,1.9493027900000042,0.9845753000000039,2.098876084999989,2,0.868876084999989
2229,4671,-0.2902188000000103,26268,1.6709808900000074,38343,mp-1221361,"(1, 0, 0)",1,Mn10Sn2O16,2.8101794100000443,-0.2902188000000103,1.9611996900000177,1.139198520000037,2.1098205899999556,2.1098205899999556,4,0.8798205899999556
37413,38982,0.004689910000005293,4226,2.116549789999991,23579,mp-675857,"(1, 0, 0)",1,Cd8Sn4O16,3.2629825600000095,0.004689910000005293,2.1118598799999857,1.1464327700000183,1.6570174399999904,2.1118598799999857,2,0.8818598799999857
