,filename,entry number,composition,nads,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,slab_sid,system_id_OH,OH,system_id_O,O,bulk_id,miller_index,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta
14267,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,778,HO24Zr72,1,8.995314887642312,10.430557568247075,3.4643178028722827,104.76065781917725,56.50559855499753,,,,,,12442,31537,-1.504487450000075,20738,-2.7362593433333324,mp-561418,"(1, 0, 1)",Zr36O12,-5.635464759999993,-1.504487450000075,-1.231771893333257,-2.899205416666661,10.555464759999992,10.555464759999992,4,9.325464759999992
15627,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,185,HNi16O34Y8,1,6.84682911743814,5.586427213730247,4.458999448761924,54.38945249531392,85.15040986731296,,,,,,37083,26114,0.1493276799999797,24152,2.593382924999984,mvc-11636,"(1, 1, 0)",Y8Ni16O32,4.723846949999992,0.1493276799999797,2.4440552450000044,2.130464025000008,0.1961530500000075,2.4440552450000044,2,1.2140552450000044
15627,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,185,HNi16O34Y8,1,6.84682911743814,5.586427213730247,4.458999448761924,54.38945249531392,85.15040986731296,,,,,,37083,26114,0.1493276799999797,34894,2.054118815000008,mvc-11636,"(1, 1, 0)",Y8Ni16O32,4.723846949999992,0.1493276799999797,1.904791135000028,2.669728134999985,0.1961530500000075,2.669728134999985,3,1.439728134999985
25254,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,286,HO16Ti32Zr16,1,9.034809126349069,0.9781497389628049,9.055128416356663,6.197823658818291,85.71252729150103,,,,,,15070,10938,-2.285947240000061,37959,-3.110060365000012,mp-1215204,"(1, 2, 2)",Zr2Ti4O2,-4.493666920000012,-2.285947240000061,-0.8241131249999509,-1.3836065550000003,9.413666920000011,9.413666920000011,4,8.183666920000011
25254,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,286,HO16Ti32Zr16,1,9.034809126349069,0.9781497389628049,9.055128416356663,6.197823658818291,85.71252729150103,,,,,,15070,10938,-2.285947240000061,18890,-3.144273390000008,mp-1215204,"(1, 2, 2)",Zr2Ti4O2,-4.493666920000012,-2.285947240000061,-0.858326149999947,-1.3493935300000044,9.413666920000011,9.413666920000011,4,8.183666920000011
34954,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,345,HO56Si16V16,1,9.36185916044519,9.604652535871402,1.4714881704790033,95.08011218481258,76.14202798774771,,,,,,17809,18887,-0.6091891599999337,26059,0.694799005000019,mp-1276230,"(0, 2, -1)",V2Si2O7,3.0926738699999965,-0.6091891599999337,1.3039881649999527,2.3978748649999773,1.8273261300000037,2.3978748649999773,3,1.1678748649999773
34954,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,345,HO56Si16V16,1,9.36185916044519,9.604652535871402,1.4714881704790033,95.08011218481258,76.14202798774771,,,,,,17809,18887,-0.6091891599999337,3607,2.276339978000014,mp-1276230,"(0, 2, -1)",V2Si2O7,3.0926738699999965,-0.6091891599999337,2.8855291379999475,0.8163338919999825,1.8273261300000037,2.8855291379999475,2,1.6555291379999475
45261,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,594,HO38V5W10,1,1.960594475095541,0.9846942076070067,1.5173714375139638,29.535285976137615,101.0331795681882,,,,,,44922,45605,1.0103246699999977,45877,1.5157066500000245,mvc-688,"(1, -2, 0)",V1W2O8,5.980988730000033,1.0103246699999977,0.5053819800000268,4.465282080000009,-1.060988730000033,4.465282080000009,3,3.2352820800000086
28389,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,640,HCa36O50Sr12,1,2.212805568002691,1.629072159364909,1.3564471935930333,47.15026379992425,95.22776306853886,,,,,,29936,8057,1.619783100000044,21815,2.788176570000007,mp-978844,"(1, 0, 0)",Sr1Ca3O4,3.406987619999993,1.619783100000044,1.1683934699999632,0.6188110499999859,1.5130123800000068,1.619783100000044,1,0.389783100000044
15059,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1046,HK24Ni8O16,1,5.42636017908913,0.9720978372341461,5.106424077047203,10.004060594821008,104.13726060033967,,,,,,28007,38168,-1.64647482,39764,-1.1921256999999936,mp-1102898,"(1, 1, 2)",K6Ni2O4,-1.745896969999992,-1.64647482,0.4543491200000062,-0.5537712699999984,6.665896969999992,6.665896969999992,4,5.435896969999991
15059,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1046,HK24Ni8O16,1,5.42636017908913,0.9720978372341461,5.106424077047203,10.004060594821008,104.13726060033967,,,,,,28007,38168,-1.64647482,17262,0.6746044550000054,mp-1102898,"(1, 1, 2)",K6Ni2O4,-1.745896969999992,-1.64647482,2.321079275000005,-2.4205014249999977,6.665896969999992,6.665896969999992,4,5.435896969999991
31366,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1085,HGa16O46V16,1,1.9154781511542944,1.0045738836263083,1.4704602798211683,31.128374526899307,99.6971298879097,,,,,,9013,13565,-1.8053784699999849,30142,-0.2743053099999907,mp-755580,"(1, 0, 0)",V4Ga4O12,-0.3020285900000228,-1.8053784699999849,1.5310731599999938,-0.0277232800000321,5.222028590000023,5.222028590000023,4,3.992028590000023
28624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,83,HO58Pt16Ru16,1,6.435539236413771,7.7380737570293645,1.4666504615772338,149.77176536085975,24.752651511518867,,,,,,7645,25065,0.7657330799999988,14471,0.4303269350000083,RuPtO4-rutile,"(2, 1, 1)",Ru1Pt1O4,2.516906360000005,0.7657330799999988,-0.3354061449999905,2.0865794249999965,2.403093639999995,2.403093639999995,4,1.173093639999995
7245,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,102,HFe8O34Sb8,1,1.8398580358935765,0.9910154734027403,1.3466717238608776,31.69103979031126,102.75809336197932,,,,,,5671,16196,1.5537776500000098,16510,4.502529594999996,mp-761281,"(1, 1, 0)",Fe4Sb4O16,7.117831899999996,1.5537776500000098,2.9487519449999864,2.615302305,-2.197831899999996,2.9487519449999864,2,1.7187519449999864
75438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,119,HO24Ti48Zr24,1,12.2139339513779,0.9655875260853994,12.132436389917066,4.529738842260437,92.57298032629639,,,,,,76207,69929,-3.4199176400000137,73923,-3.430570210000016,mp-752953,"(1, 0, 2)",Zr4Ti8O4,-3.9649522999999385,-3.4199176400000137,-0.0106525700000021,-0.5343820899999225,8.884952299999938,8.884952299999938,4,7.6549522999999375
75438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,119,HO24Ti48Zr24,1,12.2139339513779,0.9655875260853994,12.132436389917066,4.529738842260437,92.57298032629639,,,,,,76207,69929,-3.4199176400000137,74468,-2.887825389999963,mp-752953,"(1, 0, 2)",Zr4Ti8O4,-3.9649522999999385,-3.4199176400000137,0.5320922500000509,-1.0771269099999756,8.884952299999938,8.884952299999938,4,7.6549522999999375
39179,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,333,HO22Sr12W4,1,3.210279867761108,0.9701127312558284,3.1585976189263145,17.498393807938225,84.26908275649429,,,,,,27624,5553,-1.679237870000009,29951,-2.5329749100000094,mp-755326,"(1, 0, -1)",Sr6W2O12,-4.197405970000008,-1.679237870000009,-0.8537370400000004,-1.6644310599999987,9.117405970000007,9.117405970000007,4,7.887405970000007
22584,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,378,HIr18O58,1,1.860302278509453,0.9932299495821942,1.4098725499571796,31.721544715901732,100.00310652459646,,,,,,40615,4821,0.9225040066666562,4527,1.9220044449999965,mp-1021489,"(2, 2, 1)",Ir1O3,2.475224789999968,0.9225040066666562,0.9995004383333402,0.5532203449999715,2.444775210000032,2.444775210000032,4,1.214775210000032
71905,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,559,HMg4O40Ta14,1,2.762749052371885,0.9707241103928711,2.7943730544869054,20.109737613385747,78.10691718080453,,,,,,72050,70576,-1.3103966000000091,76325,-0.730082560000002,mp-1234639,"(1, 1, 0)",Mg2Ta8O24,1.028466190000015,-1.3103966000000091,0.5803140400000073,1.758548750000017,3.891533809999985,3.891533809999985,4,2.661533809999985
13799,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,660,HMo16O48Sr14,1,1.9309590916590298,0.976741260744016,1.5121001886331706,29.925774340069477,99.51189475714598,,,,,,6074,23862,-1.3465332400000043,9078,1.0762378375,mp-18747,"(2, 2, 1)",Sr1Mo1O3,0.6405614200000376,-1.3465332400000043,2.4227710775000046,-0.4356764174999625,4.279438579999963,4.279438579999963,4,3.0494385799999626
12646,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,694,HMg8Ni16O34,1,4.047164207431819,0.9672683595239402,3.707642407672955,13.427268153117097,103.68832118682516,,,,,,30900,17058,1.4441024200000163,23600,3.0602879150000013,mp-1319349,"(1, 1, 0)",Mg8Ni16O32,2.720985840000024,1.4441024200000163,1.616185494999985,-0.3393020749999773,2.199014159999976,2.199014159999976,4,0.969014159999976
29464,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,869,HBa24O50Zr16,1,2.199838132957108,0.9804362460688003,2.8712016876147626,16.344740793891294,39.15517919644427,,,,,,79129,15681,-1.791074479999926,17188,-3.1596348849999765,mp-755895,"(0, 0, 1)",Ba6Zr4O14,-4.235649549999951,-1.791074479999926,-1.3685604050000506,-1.0760146649999744,9.15564954999995,9.15564954999995,4,7.925649549999949
6904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,920,HO48Pd12Tl12,1,6.174848859058557,2.7314340181342156,7.190932666289572,21.934125526379137,57.61288634853703,,,,,,29789,30042,4.13152137000001,28156,3.4906231349999906,TlPdO4-rutile,"(2, -1, 1)",Tl1Pd1O4,5.149171529999987,4.13152137000001,-0.6408982350000199,1.6585483949999964,-0.229171529999987,4.13152137000001,1,2.9015213700000104
27315,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,45,HMn48O49,1,1.921095318331233,0.9782277114712881,1.5170400876823142,30.24998134383736,98.37443003695157,,,,,,6050,4065,-1.6273964299999957,10346,0.953925560000042,mp-19006,"(3, 1, -3)",Mn3O3,3.083685550000039,-1.6273964299999957,2.581321990000037,2.1297599899999966,1.836314449999961,2.581321990000037,2,1.3513219900000375
17436,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,453,HAl16O56Sb16,1,1.9011863810533938,12.075000148714443,12.693146843319976,66.91410626563777,8.327978912822191,,,,,,10199,25167,-0.126946805000008,37350,1.2400558199999785,mp-676861,"(3, 0, 1)",Al2Sb2O8,2.7330561799999464,-0.126946805000008,1.3670026249999865,1.4930003599999682,2.186943820000053,2.186943820000053,4,0.9569438200000536
33198,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,578,HCd12K12O21,1,1.9298651653679648,0.9775423904308869,1.4893409580753942,29.827730884487163,100.90096447231807,,,,,,12967,17111,1.1533312999999998,24880,2.566639794999998,mp-7534,"(1, 1, 0)",K4Cd4O6,5.460756790000002,1.1533312999999998,1.4133084949999983,2.894116995000004,-0.5407567900000023,2.894116995000004,3,1.664116995000004
22872,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,630,HNi24O44Si12,1,1.909730709688535,1.0044620851072004,1.485667207434702,31.363076303010633,98.30147014905069,,,,,,14875,37490,-1.7143593099999828,30722,-1.7671829699999957,mp-19072,"(1, 0, 0)",Si4Ni8O16,1.923389260000019,-1.7143593099999828,-0.0528236600000129,3.690572230000015,2.996610739999981,3.690572230000015,3,2.460572230000015
136,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,647,HHg16Ni14O34,1,8.943926745134933,9.219649278721702,1.4827737988171068,96.08040251303376,74.7171826361708,,,,,,37399,30791,0.9052418833333316,23407,-0.2689344799999867,mp-754490,"(1, 1, 2)",Ni2Hg2O4,3.4915844399999947,0.9052418833333316,-1.1741763633333184,3.760518919999981,1.4284155600000052,3.760518919999981,3,2.5305189199999814
77686,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,953,HCa20O46W8,1,1.8636480297412612,0.9824819800229176,1.4032378315191103,31.132422162653988,101.26932047056543,,,,,,70618,73300,1.448351630000028,76263,3.080612807499987,mp-779906,"(0, 0, 1)",Ca6W2O12,4.64142325,1.448351630000028,1.6322611774999587,1.560810442500013,0.27857675,1.6322611774999587,2,0.4022611774999587
77686,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,953,HCa20O46W8,1,1.8636480297412612,0.9824819800229176,1.4032378315191103,31.132422162653988,101.26932047056543,,,,,,70618,73300,1.448351630000028,69170,3.7024210649999794,mp-779906,"(0, 0, 1)",Ca6W2O12,4.64142325,1.448351630000028,2.254069434999951,0.9390021850000204,0.27857675,2.254069434999951,2,1.024069434999951
5208,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,973,HCu24O44Pd24,1,1.922868957808627,0.9837907723220278,1.4619498495155903,30.043907840383376,101.88241095074454,,,,,,79041,31023,0.6033828100000085,14381,1.8311445550000065,mp-996971,"(1, 2, 3)",Cu1Pd1O2,3.734901470000009,0.6033828100000085,1.2277617449999978,1.9037569150000029,1.185098529999991,1.9037569150000029,3,0.6737569150000027
17011,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1100,HMo16O58Y6,1,1.952019293200192,10.648688996884063,12.015717376536788,42.12311435829593,7.062459816368278,,,,,,11947,38063,0.5711797599999306,7534,2.3790404099999853,mp-1203448,"(0, 0, 1)",Y4Mo8O30,3.516666539999958,0.5711797599999306,1.8078606500000547,1.1376261299999726,1.403333460000042,1.8078606500000547,2,0.5778606500000547
17011,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1100,HMo16O58Y6,1,1.952019293200192,10.648688996884063,12.015717376536788,42.12311435829593,7.062459816368278,,,,,,11947,38063,0.5711797599999306,23434,3.1902296842857103,mp-1203448,"(0, 0, 1)",Y4Mo8O30,3.516666539999958,0.5711797599999306,2.61904992428578,0.3264368557142476,1.403333460000042,2.61904992428578,2,1.38904992428578
17011,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,1100,HMo16O58Y6,1,1.952019293200192,10.648688996884063,12.015717376536788,42.12311435829593,7.062459816368278,,,,,,11947,38063,0.5711797599999306,31544,3.487128869999905,mp-1203448,"(0, 0, 1)",Y4Mo8O30,3.516666539999958,0.5711797599999306,2.915949109999974,0.0295376700000531,1.403333460000042,2.915949109999974,2,1.685949109999974
8303,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,179,HAu12O10Rb36,1,13.973414887015178,0.97484113025412,13.490291977922706,3.5339555395877373,117.92623547670982,,,,,,38958,15483,-0.8549972200000064,12771,0.2788849499999888,mp-4405,"(1, 1, 1)",Rb3Au1O1,2.216686570000005,-0.8549972200000064,1.1338821699999952,1.9378016200000163,2.703313429999995,2.703313429999995,4,1.4733134299999948
37189,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,352,HCd40O34,1,1.9207598869721363,1.0059549236491376,1.4839100275438402,31.134276569477745,99.16228682827744,,,,,,30763,22089,-1.2996488000000193,26661,1.4273348699999933,mp-1132,"(3, 2, 0)",Cd4O4,2.256742959999994,-1.2996488000000193,2.7269836700000125,0.8294080900000014,2.6632570400000053,2.7269836700000125,2,1.4969836700000123
27834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,425,HBa22O25,1,2.972728548117292,3.1882435216963407,1.3251162664841094,86.8847367206318,68.59521623867191,,,,,,8651,28465,0.9349453150000022,14394,2.2880999700000166,mp-1008500,"(3, 1, 3)",Ba2O2,2.23852836000003,0.9349453150000022,1.3531546550000144,-0.0495716099999867,2.68147163999997,2.68147163999997,4,1.45147163999997
27834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,425,HBa22O25,1,2.972728548117292,3.1882435216963407,1.3251162664841094,86.8847367206318,68.59521623867191,,,,,,8651,28465,0.9349453150000022,5457,2.310401729999993,mp-1008500,"(3, 1, 3)",Ba2O2,2.23852836000003,0.9349453150000022,1.3754564149999908,-0.0718733699999631,2.68147163999997,2.68147163999997,4,1.45147163999997
24765,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,879,HO36Rb12Si20,1,1.921859553896789,0.9801377458678877,1.5115315198982875,30.273452408063115,98.69917929542561,,,,,,24823,3033,0.2371955199999809,35123,-1.2958009049999957,mp-561189,"(1, 0, 0)",Rb6Si10O23,3.244235460000025,0.2371955199999809,-1.5329964249999763,4.54003636500002,1.675764539999975,4.54003636500002,3,3.31003636500002
27728,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,886,HAg22Hg22O50,1,1.8987854540207427,0.980134246033016,1.4591973649431809,30.51337210468627,100.3817897552527,,,,,,31506,1798,1.4755448199999626,33587,2.2859028649999944,mp-997000,"(2, 1, 0)",Ag2Hg2O4,3.8797418099999823,1.4755448199999626,0.8103580450000318,1.593838944999988,1.0402581900000176,1.593838944999988,3,0.3638389449999879
19706,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,927,HNi16O34Y8,1,1.9483045749349082,0.9802048190558014,1.4943483260697217,29.496413248852125,101.85862815911634,,,,,,37083,26114,0.1493276799999797,34894,2.054118815000008,mvc-11636,"(1, 1, 0)",Y8Ni16O32,4.295990909999998,0.1493276799999797,1.904791135000028,2.2418720949999904,0.6240090900000022,2.2418720949999904,3,1.0118720949999904
19706,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,927,HNi16O34Y8,1,1.9483045749349082,0.9802048190558014,1.4943483260697217,29.496413248852125,101.85862815911634,,,,,,37083,26114,0.1493276799999797,24152,2.593382924999984,mvc-11636,"(1, 1, 0)",Y8Ni16O32,4.295990909999998,0.1493276799999797,2.4440552450000044,1.7026079850000135,0.6240090900000022,2.4440552450000044,2,1.2140552450000044
4229,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,73,HLu8O14,1,1.9416998168722817,1.016605453216518,1.3917159425677454,30.146540587762598,106.41921241345318,,,,,,36192,33184,-0.4085122799999874,8072,2.072695039999997,mp-1206244,"(1, 0, 1)",Lu2O4,4.687257969999988,-0.4085122799999874,2.481207319999984,2.61456292999999,0.2327420300000122,2.61456292999999,3,1.3845629299999906
16829,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,129,HBa24Co8O40,1,2.3333663972605976,1.7424480757970078,1.486913172776806,48.26312780701005,92.18502962762439,,,,,,80226,670,0.6600253275000034,4437,2.496500860000052,mp-1214566,"(1, 0, 0)",Ba12Co4O20,2.7998787600000106,0.6600253275000034,1.8364755325000488,0.3033778999999583,2.1201212399999894,2.1201212399999894,4,0.8901212399999894
1718,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,185,HCr6Mn30O50,1,10.006520755082246,0.9837202366500094,9.46796272000124,4.84717272532042,120.73655748866912,,,,,,21108,37923,1.2594706549999537,24986,2.57452945999992,mp-1221988,"(1, 1, 1)",Mn10Cr2O16,4.054550389999915,1.2594706549999537,1.3150588049999663,1.480020929999995,0.865449610000085,1.480020929999995,3,0.2500209299999949
13062,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,302,HO10Ta48,1,1.8923820446737303,0.9793849639534198,1.4780341956915346,30.77060139008453,98.6881926244208,,,,,,23585,2325,-1.387112720000024,34676,1.445795779999995,mp-1218065,"(1, 1, -1)",Ta12O2,2.159176450000016,-1.387112720000024,2.832908500000019,0.7133806700000209,2.760823549999984,2.832908500000019,2,1.602908500000019
13062,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,302,HO10Ta48,1,1.8923820446737303,0.9793849639534198,1.4780341956915346,30.77060139008453,98.6881926244208,,,,,,23585,2325,-1.387112720000024,13740,-2.4239707599999485,mp-1218065,"(1, 1, -1)",Ta12O2,2.159176450000016,-1.387112720000024,-1.0368580399999243,4.583147209999964,2.760823549999984,4.583147209999964,3,3.3531472099999644
75521,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,366,HBa12Cs12O20,1,2.749558769268933,1.9669525359886535,1.4415264091124658,43.299733852919715,106.52708942832041,,,,,,76888,75423,-0.6774557200000028,76757,1.701674279999989,mp-752539,"(1, 1, -1)",Cs4Ba4O6,0.7138911999999753,-0.6774557200000028,2.379129999999992,-0.987783080000014,4.206108800000025,4.206108800000025,4,2.976108800000025
13106,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,374,HO66V28,1,1.8716142490333625,1.0015975772893158,1.395473863643412,31.641259925311104,101.39712035000608,,,,,,40114,33637,1.901068580999996,11016,3.017183012857126,mp-1102963,"(1, 2, 0)",V4O8,6.496672309999892,1.901068580999996,1.1161144318571306,3.479489297142765,-1.5766723099998918,3.479489297142765,3,2.249489297142765
82397,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,441,HBi16O58Te14,1,1.9232788683234727,1.000880794987251,1.476659350454993,30.823193984300364,100.06744462197386,,,,,,81912,82553,1.0332783900000015,82018,2.3798537924999983,BiTeO4-rutile,"(1, 0, 2)",Bi1Te1O4,4.998477449999993,1.0332783900000015,1.3465754024999967,2.618623657499995,-0.0784774499999931,2.618623657499995,3,1.3886236574999948
4802,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,661,HGe16O46V8,1,1.9704336210337154,1.0277050823223948,1.4778962216700022,30.64865334260161,102.20609716299818,,,,,,2878,19874,0.8870431733333434,5851,3.4578574150000043,mvc-8362,"(0, 1, 0)",V4Ge8O24,4.884476769999989,0.8870431733333434,2.570814241666661,1.426619354999985,0.0355232300000105,2.570814241666661,2,1.3408142416666609
