,filename,entry number,composition,nads,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,slab_sid,system_id_OH,OH,system_id_O,O,bulk_id,miller_index,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta,OOHangle,OH_length
77686,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,953,HCa20O46W8,1,1.8636480297412608,0.9824819800229176,1.4032378315191103,31.132422162653988,101.26932047056545,,,,,,70618,73300,1.448351630000028,76263,3.080612807499987,mp-779906,"(0, 0, 1)",Ca6W2O12,4.64142325,1.448351630000028,1.6322611774999587,1.560810442500013,0.27857675,1.6322611774999587,2,0.4022611774999587,101.26932047056545,0.9824819800229176
14401,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,119,HMg10O16Zn4,1,1.8916923508714751,0.9877976159967377,1.4098053389180965,30.61581997381469,102.76090861458236,,,,,,29837,34644,1.004920135000001,11490,2.6442939850000022,mp-753315,"(1, 0, 0)",Mg6Zn2O8,3.8346118100000095,1.004920135000001,1.6393738500000012,1.1903178250000082,1.0853881899999895,1.6393738500000012,2,0.4093738500000012,102.76090861458236,0.9877976159967377
73018,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0031.lmdb,406,HBi24Co12O68,1,1.922840427851006,1.0026928940644584,1.4339209428825652,30.56786321831022,102.7737649261386,,,,,,80613,72692,1.5967998183333327,77304,2.6748248450000154,mp-756112,"(1, 1, 0)",Co2Bi4O12,4.3160856099999565,1.5967998183333327,1.0780250266666829,1.6412607649999411,0.6039143900000434,1.6412607649999411,3,0.4112607649999411,102.7737649261386,1.0026928940644584
30692,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0040.lmdb,841,HBi12O42Rh12,1,1.914313436599132,0.983572005312459,1.4393184375735444,30.07293927728484,102.76397481623285,,,,,,32695,5592,1.6652859099999466,6309,3.083523669999946,mp-573119,"(1, 1, 0)",Bi4Rh4O12,4.042413919999999,1.6652859099999466,1.4182377599999996,0.9588902500000523,0.8775860800000013,1.6652859099999466,1,0.4352859099999466,102.76397481623285,0.983572005312459
82678,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_id/data.0007.lmdb,23,HO58Pt16Ru12,1,1.866007264222505,0.9828186301696472,1.433026933738473,31.301960262624025,99.45002308873217,,,,,,82359,81917,0.3941449049999994,82446,2.072725551666667,RuPtO4-rutile,"(0, 0, 1)",Ru1Pt1O4,3.5373873199999912,0.3941449049999994,1.6785806466666675,1.464661768333324,1.3826126800000087,1.6785806466666675,2,0.4485806466666677,99.45002308873217,0.9828186301696472
4962,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,745,HBi24Li2O42,1,1.911034619908645,0.9777799193938694,1.4863900920678512,30.29338258160453,99.6378537679484,,,,,,1866,20842,1.3130363199999613,6803,1.903841295000004,mp-769006,"(1, 0, 0)",Li2Bi24O40,3.615883259999973,1.3130363199999613,0.5908049750000426,1.7120419649999694,1.3041167400000266,1.7120419649999694,3,0.4820419649999694,99.6378537679484,0.9777799193938694
21960,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0022.lmdb,1117,HCu18Hg18O30,1,1.943906221912726,1.0112496869807226,1.4215686572853254,30.19308312318347,104.81752862363592,,,,,,81202,25270,0.4582433700000001,11741,1.6940754400000035,mp-772856,"(1, 1, 1)",Cu2Hg2O4,3.184119079999985,0.4582433700000001,1.2358320700000034,1.4900436399999817,1.7358809200000147,1.7358809200000147,4,0.5058809200000147,104.81752862363592,1.0112496869807226
13302,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0007.lmdb,914,HGe12O38Rh12,1,1.9254529637747768,0.9824652017569132,1.4801202731586394,30.066032328610945,100.92854312621552,,,,,,19513,2223,0.3185239766666726,30601,1.5943092450000027,GeRhO4-rutile,"(2, 1, 1)",Ge1Rh1O4,3.334596459999998,0.3185239766666726,1.2757852683333302,1.7402872149999953,1.585403540000002,1.7402872149999953,3,0.5102872149999953,100.92854312621552,0.9824652017569132
23901,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0031.lmdb,649,HGe11O48Ru11,1,1.882816363430051,1.0418586669420593,1.3977299788741675,33.020568994579406,100.00265777983924,,,,,,27445,3954,0.9441130374999978,5910,1.6692391850000068,GeRuO4-rutile,"(2, 1, 3)",Ge1Ru1O4,3.4095951000000446,0.9441130374999978,0.725126147500009,1.7403559150000378,1.5104048999999553,1.7403559150000378,3,0.5103559150000379,100.00265777983924,1.0418586669420593
34832,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,774,HK24O74Rh24,1,1.9048167542432943,0.981118359739808,1.4510905339209683,30.33202198166228,101.3438372220219,,,,,,37945,40038,0.7639740400000312,6463,2.5075488700000204,mp-975134,"(3, 3, 1)",K1Rh1O3,3.8274008200000913,0.7639740400000312,1.7435748299999891,1.319851950000071,1.0925991799999086,1.7435748299999891,2,0.5135748299999892,101.3438372220219,0.981118359739808
75064,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,563,HBa24O74Pt22,1,1.937959525735046,0.9782429603087844,1.473801224077642,29.51923819034834,102.55170880088988,,,,,,73751,70952,0.9052543120000144,69968,2.649655383999997,mp-1183290,"(3, 3, 1)",Ba1Pt1O3,3.239002120000007,0.9052543120000144,1.7444010719999827,0.5893467360000098,1.680997879999993,1.7444010719999827,2,0.5144010719999828,102.55170880088988,0.9782429603087844
4907,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,605,HCe2O50Zr22,1,1.93107954583496,0.9786981385464272,1.4886617646296731,29.83689198936932,100.98208877623703,,,,,,10004,175,0.8050315949999833,10356,2.329000835000014,mp-752706,"(1, 0, -1)",Ce1Zr11O24,4.081223320000047,0.8050315949999833,1.5239692400000309,1.7522224850000332,0.8387766799999525,1.7522224850000332,3,0.5222224850000332,100.98208877623703,0.9786981385464272
15583,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,1030,HCo16O76Se16,1,1.848169552477168,0.9910319381467138,1.347835541292437,31.448348538052507,103.35176792769872,,,,,,22325,28011,1.3187944099999902,17822,2.715404073333339,mp-1213781,"(1, 1, -2)",Co4Se4O20,4.500263570000013,1.3187944099999902,1.396609663333349,1.784859496666674,0.419736429999987,1.784859496666674,3,0.554859496666674,103.35176792769872,0.9910319381467138
8569,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0024.lmdb,841,HHf32O66,1,1.8545466164823108,0.9867197873655524,1.378804257583997,31.364012709383047,101.97634346127406,,,,,,19149,31416,1.31707191999997,26088,3.1076647049999604,mp-776532,"(1, 0, 1)",Hf2O4,4.50918145999992,1.31707191999997,1.7905927849999903,1.4015167549999594,0.4108185400000801,1.7905927849999903,2,0.5605927849999903,101.97634346127406,0.9867197873655524
19475,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0015.lmdb,651,HCd12Mg28O42,1,1.9149455286613448,1.0733355016857116,1.3790885895680596,33.25414193216302,101.95192168982464,,,,,,15830,18084,1.7403148933333337,21330,2.325431404999987,mp-1099255,"(1, 0, 0)",Mg3Cd1O4,4.123429170000006,1.7403148933333337,0.5851165116666532,1.797997765000019,0.7965708299999941,1.797997765000019,3,0.567997765000019,101.95192168982464,1.0733355016857116
24010,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0021.lmdb,1080,HBi8O42Se12,1,1.8923470922601364,1.0144329261363705,1.4149228946279924,31.745301030330943,101.04358225425015,,,,,,7721,29254,1.36385973999999,33353,2.479122989999977,mp-1193554,"(1, 1, 0)",Bi8Se12O40,4.28567300999998,1.36385973999999,1.1152632499999868,1.8065500200000024,0.6343269900000204,1.8065500200000024,3,0.5765500200000027,101.04358225425015,1.0144329261363705
34076,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,430,HO46Pt12Rh10,1,1.898881486661362,0.9915597082202168,1.4271596740708343,30.722075739022067,101.94491173202852,,,,,,39855,14178,0.7971836099999712,21274,2.0689413449999825,PtRhO4-rutile,"(2, 0, 1)",Pt1Rh1O4,3.875529690000005,0.7971836099999712,1.271757735000011,1.8065883450000229,1.0444703099999946,1.8065883450000229,3,0.5765883450000229,101.94491173202852,0.9915597082202168
7758,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0020.lmdb,110,HHg8Mn16O34,1,1.946298294676683,0.9827176318233872,1.4783634833653725,29.514361019213958,102.65944079923317,,,,,,7935,25662,0.2538233700000013,25101,1.83978521999998,mp-1176488,"(1, 1, 0)",Mn16Hg8O32,3.096722109999971,0.2538233700000013,1.585961849999978,1.2569368899999915,1.8232778900000288,1.8232778900000288,4,0.5932778900000288,102.65944079923317,0.9827176318233872
78575,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0018.lmdb,223,HBi16O50Y16,1,1.9261536154799848,1.0057347286102394,1.4456547044217587,30.702530429558383,102.08186649012868,,,,,,71361,72012,0.8180221300000119,71037,2.417483940000037,mp-754152,"(1, 1, 0)",Y6Bi6O18,4.255611750000068,0.8180221300000119,1.5994618100000253,1.8381278100000311,0.6643882499999316,1.8381278100000311,3,0.6081278100000311,102.08186649012868,1.0057347286102394
42089,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,716,HMo14O54Sn14,1,1.8860554675104733,0.9955388303848828,1.4699438194897112,31.517184572518023,97.96135088926916,,,,,,44014,43127,0.799244909999951,42301,2.606177620000009,SnMoO4-rutile,"(1, 1, 2)",Sn1Mo1O4,4.471246370000015,0.799244909999951,1.8069327100000576,1.8650687500000056,0.4487536299999854,1.8650687500000056,3,0.6350687500000056,97.96135088926916,0.9955388303848828
18373,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0009.lmdb,685,HBa8O34Sr24,1,1.9168596792575063,0.980751848030315,1.4721280436980968,30.16147307813712,100.88558848157405,,,,,,5024,26764,0.1551080699999637,26270,2.025802234999984,mp-984729,"(1, 1, 0)",Ba1Sr3O4,3.354838589999984,0.1551080699999637,1.8706941650000204,1.329036355,1.565161410000016,1.8706941650000204,2,0.6406941650000204,100.88558848157405,0.980751848030315
27865,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_id/data.0018.lmdb,17,HCo8O40Pt24,1,1.8908608209173163,0.9797542694309628,1.446550413868587,30.61445667125728,100.63111316640207,,,,,,24723,18815,0.4140626866666627,18304,2.2877503100000047,mp-19238,"(0, 2, 1)",Co2Pt6O12,4.097804569999992,0.4140626866666627,1.8736876233333424,1.810054259999988,0.8221954300000078,1.8736876233333424,2,0.6436876233333422,100.63111316640207,0.9797542694309628
18510,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,205,HCo24Na8O30,1,1.9114875261535067,0.977893450423644,1.4772078158425557,30.224032077140706,100.27556905973358,,,,,,619,35899,-0.0339894000000151,25013,1.803076811666659,mp-752749,"(0, 1, 0)",Na2Co6O8,3.686154170000007,-0.0339894000000151,1.8370662116666736,1.883077358333348,1.2338458299999933,1.883077358333348,3,0.653077358333348,100.27556905973358,0.977893450423644
5208,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,973,HCu24O44Pd24,1,1.922868957808627,0.9837907723220278,1.4619498495155905,30.043907840383376,101.88241095074454,,,,,,79041,31023,0.6033828100000085,14381,1.8311445550000065,mp-996971,"(1, 2, 3)",Cu1Pd1O2,3.734901470000009,0.6033828100000085,1.2277617449999978,1.9037569150000029,1.185098529999991,1.9037569150000029,3,0.6737569150000027,101.88241095074454,0.9837907723220278
31889,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0040.lmdb,251,HIr20O62,1,1.9130845187057044,0.9906149460872844,1.3966369039219195,29.97147913697553,105.2533680960082,,,,,,16056,40259,1.636471109999983,36826,2.7358597600000087,mp-1021489,"(2, 2, 1)",Ir1O3,4.658374880000051,1.636471109999983,1.0993886500000258,1.922515120000042,0.2616251199999491,1.922515120000042,3,0.6925151200000421,105.2533680960082,0.9906149460872844
1525,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0013.lmdb,48,HCo18O48Zn12,1,1.928286650170083,0.980595817059342,1.4749969598502537,29.878727940015967,101.5886108946059,,,,,,79370,29285,0.5503798000000109,21190,1.7791878849999965,mvc-14025,"(1, 1, 2)",Zn4Co6O16,2.997231450000013,0.5503798000000109,1.2288080849999856,1.2180435650000163,1.922768549999987,1.922768549999987,4,0.6927685499999869,101.5886108946059,0.980595817059342
25721,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0022.lmdb,27,HGa28Na4O38,1,1.909188397042729,0.991761263038259,1.465908013993499,30.752720209587054,100.15237499955644,,,,,,31313,1964,-0.5264200400000243,8472,1.2059643749999769,mp-1200040,"(1, 0, 0)",Na2Ga22O36,2.973245379999978,-0.5264200400000243,1.7323844150000012,1.7672810050000012,1.9467546200000216,1.9467546200000216,4,0.7167546200000219,100.15237499955644,0.991761263038259
29082,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0008.lmdb,327,HAg8Bi8O24,1,1.891269712890936,0.9808808506933332,1.4617454979236597,30.75564965486448,99.59693071856628,,,,,,19295,12346,1.2888447833333312,16893,2.0998353399999963,mp-775774,"(0, 2, 1)",Ag4Bi4O12,4.074909149999994,1.2888447833333312,0.8109905566666651,1.9750738099999967,0.8450908500000063,1.9750738099999967,3,0.7450738099999974,99.59693071856628,0.9808808506933332
19765,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0008.lmdb,320,HK12O26,1,1.906569454830921,0.9814742944549776,1.4351792612215597,30.165051935661765,102.5463706675603,,,,,,8177,1574,1.735027339999997,33385,2.5183430600000043,mp-1180711,"(1, 0, 0)",K4O8,4.515890540000012,1.735027339999997,0.7833157200000074,1.997547480000008,0.4041094599999875,1.997547480000008,3,0.7675474800000082,102.5463706675603,0.9814742944549776
24245,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0031.lmdb,911,HBa20O62Ta16,1,1.8952916900295451,0.997381068585562,1.481466918496019,31.421816757153355,97.83041612270574,,,,,,29264,26051,0.7981900399999893,17828,2.828518502000001,mp-504554,"(2, -1, 2)",Ba5Ta4O15,3.770377459999961,0.7981900399999893,2.0303284620000115,0.94185895799996,1.1496225400000388,2.0303284620000115,2,0.8003284620000115,97.83041612270574,0.997381068585562
29866,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0007.lmdb,536,HBi30O32Se12,1,1.900862252927047,0.9776441484841472,1.4734498420561584,30.45970331467594,99.7204516660496,,,,,,37846,37715,-0.3282986700000003,15929,1.241387360000002,mp-552098,"(1, 0, 1)",Bi4Se2O4,3.279600089999972,-0.3282986700000003,1.5696860300000024,2.0382127299999704,1.6403999100000275,2.0382127299999704,3,0.8082127299999704,99.7204516660496,0.9776441484841472
68776,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,170,HAl66Cd2O104,1,1.8552350670719933,0.9846057558558228,1.3796692350835424,31.26180711174676,102.08829003682676,,,,,,71071,68671,1.5927173100001062,74977,2.47742756000005,mp-674298,"(1, 0, 0)",Al44Cd2O68,4.52285121000011,1.5927173100001062,0.8847102499999437,2.04542365000006,0.39714878999989,2.04542365000006,3,0.81542365000006,102.08829003682676,0.9846057558558228
72904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0024.lmdb,1061,HAg12Cr12O26,1,1.9523850299914447,1.019443222702194,1.4903400141186507,30.8961044748632,100.45555864027104,,,,,,69397,71654,0.479900650000028,73855,2.5272008500000047,mp-1096875,"(0, 1, 0)",Cr4Ag4O8,3.463984360000038,0.479900650000028,2.0473001999999765,0.9367835100000336,1.4560156399999618,2.0473001999999765,2,0.8173001999999765,100.45555864027104,1.019443222702194
31281,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,271,HAg12Hg12O22,1,1.8979840650589883,0.9795940784745696,1.4808559565620174,30.65602595308591,98.91893306687562,,,,,,35624,31030,0.9492704899999842,16592,1.913317839999988,mp-997001,"(0, 1, 0)",Ag2Hg2O4,3.9641413600000113,0.9492704899999842,0.9640473500000036,2.050823520000024,0.9558586399999888,2.050823520000024,3,0.8208235200000233,98.91893306687562,0.9795940784745696
27979,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0015.lmdb,26,HGa37Li7O58,1,1.9100218899279453,0.9827772271913016,1.47868122021365,30.46382808793734,99.82266004289102,,,,,,22378,6052,-0.2192208566666715,35036,1.83910674000006,mp-28146,"(1, 0, 0)",Li4Ga20O32,3.011720200000011,-0.2192208566666715,2.058327596666732,1.1726134599999511,1.9082797999999888,2.058327596666732,2,0.8283275966667314,99.82266004289102,0.9827772271913016
73178,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0040.lmdb,1085,HCs24O26Tl24,1,1.9316066967265244,0.9900441759035272,1.470140774972775,30.1275178118433,101.68567900332216,,,,,,70012,76821,0.9884034600000098,73660,2.012530179999968,mp-1205877,"(2, 1, -2)",Cs4Tl4O4,4.0908572399999885,0.9884034600000098,1.0241267199999584,2.0783270600000203,0.8291427600000114,2.0783270600000203,3,0.8483270600000203,101.68567900332216,0.9900441759035272
23579,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0012.lmdb,1016,HCd22O46Sn12,1,1.8796718003184745,0.979743980503386,1.4732771581165292,31.0733329790914,98.01899501195842,,,,,,37413,38982,0.0046899100000052,4226,2.116549789999991,mp-675857,"(1, 0, 0)",Cd8Sn4O16,3.262982560000009,0.0046899100000052,2.1118598799999857,1.1464327700000183,1.6570174399999904,2.1118598799999857,2,0.8818598799999857,98.01899501195842,0.979743980503386
2248,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0026.lmdb,65,HK16Mg16O24,1,1.9145311448641735,0.9752012409274828,1.4947322331408583,30.15964831709421,99.48046153725,,,,,,33105,18065,-1.2339414333333427,21353,0.7674271366666615,mp-753662,"(1, 0, 0)",K4Mg4O6,2.8974393399999747,-1.2339414333333427,2.0013685700000043,2.130012203333313,2.022560660000025,2.130012203333313,3,0.9000122033333131,99.48046153725,0.9752012409274828
32297,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,1068,HAg8Bi8O22,1,1.937201114127581,1.0158119603945517,1.475173356681871,31.03999792411738,100.47236014322174,,,,,,34056,14827,1.2726742299999876,35101,2.2013635066666644,mp-775774,"(0, 2, 1)",Ag4Bi4O12,4.334366239999977,1.2726742299999876,0.9286892766666768,2.133002733333313,0.5856337600000225,2.133002733333313,3,0.903002733333313,100.47236014322174,1.0158119603945517
3975,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,1086,HFe16O66Te16,1,1.9004764305287765,0.9865137747909823,1.4383379364565696,30.565115801047,101.5824842056214,,,,,,4223,13709,2.133163513333348,32402,3.2823506100000066,FeTeO4-rutile,"(1, 0, 1)",Fe1Te1O4,5.406485820000055,2.133163513333348,1.1491870966666586,2.124135210000048,-0.4864858200000546,2.133163513333348,1,0.903163513333348,101.5824842056214,0.9865137747909823
21467,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,529,HCu28O50Y4,1,1.8618708322095403,0.985769551907168,1.3896942312017873,31.206856478044763,101.8702007522942,,,,,,15228,40445,1.526867056666655,28265,2.432875169999986,mvc-1832,"(1, 1, 0)",Y2Cu14O24,4.567367729999998,1.526867056666655,0.9060081133333312,2.134492560000012,0.3526322700000017,2.134492560000012,3,0.904492560000012,101.8702007522942,0.985769551907168
74742,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,207,HCo24O46,1,1.9634540320176703,0.9830167862134994,1.489136222203266,29.16445061626009,103.25552785238686,,,,,,70977,74131,-0.3057003649999978,77366,1.8410578299999991,mp-32686,"(2, 1, 0)",Co2O4,2.693059730000013,-0.3057003649999978,2.1467581949999968,0.8520019000000141,2.2269402699999867,2.2269402699999867,4,0.9969402699999868,103.25552785238686,0.9830167862134994
14048,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0007.lmdb,213,HFe18O20,1,1.990585993474115,1.0052798987181824,1.4827595888897824,29.2505666610161,104.6358629679843,,,,,,29678,25825,-0.1632062500000211,31612,2.066146965,mp-1279742,"(2, -1, -1)",Fe2O2,2.878455219999976,-0.1632062500000211,2.22935321500002,0.8123082549999769,2.041544780000024,2.22935321500002,2,0.9993532150000202,104.6358629679843,1.0052798987181824
1609,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,137,HBa10O30Pd12,1,1.918654314746703,0.978509621621619,1.465388554222454,29.972930862472214,101.5946912699962,,,,,,8424,40565,0.7788812400000131,2056,3.020500900000028,mp-984876,"(2, 1, 0)",Ba2Pd2O5,3.907233609999989,0.7788812400000131,2.2416196600000147,0.8867327099999613,1.0127663900000106,2.2416196600000147,2,1.011619660000015,101.5946912699962,0.978509621621619
19706,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,927,HNi16O34Y8,1,1.948304574934908,0.9802048190558014,1.4943483260697217,29.496413248852125,101.85862815911634,,,,,,37083,26114,0.1493276799999797,34894,2.054118815000008,mvc-11636,"(1, 1, 0)",Y8Ni16O32,4.295990909999998,0.1493276799999797,1.904791135000028,2.2418720949999904,0.6240090900000022,2.2418720949999904,3,1.0118720949999904,101.85862815911634,0.9802048190558014
14837,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,938,HO82Si20Zr20,1,1.913792234804983,0.9796943555424946,1.4921664135454638,30.33638720064917,99.37452418049388,,,,,,22434,36103,1.5991206750000322,37551,3.8424866600000462,mp-1020588,"(2, 1, -2)",Zr2Si2O8,4.048463190000118,1.5991206750000322,2.243365985000014,0.2059765300000715,0.8715368099998821,2.243365985000014,2,1.0133659850000138,99.37452418049388,0.9796943555424946
